title,original_title,year,genre,duration,country,language,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
"W.E. - Edward e Wallis","W.E.",2011,3,119,1,3,6.3,11934,15000000,583455,2042203,37,81,123
"Shadowhunters - Città di ossa","The Mortal Instruments: City of Bones",2013,3,130,4,1,5.9,126241,60000000,31165421,95396573,33,502,219
"Blair Witch","Blair Witch",2016,3,89,2,1,5,40222,5000000,20777061,45173154,47,332,364
"Quello che so sull'amore","Playing for Keeps",2012,3,105,1,1,5.7,28370,35000000,13103272,30962335,27,63,137
"Un poliziotto da happy hour","The Guard",2011,3,96,1,2,7.3,79213,6000000,5360274,19561904,78,152,268
"Le regole della truffa","Flypaper",2011,3,87,2,1,6.4,31391,5000000,5043,4453634,37,58,57
"Il ventaglio segreto","Snow Flower and the Secret Fan",2011,2,104,2,2,6.1,3536,6000000,1348205,11348205,42,26,52
"127 ore","127 Hours",2010,2,94,3,2,7.5,342311,18000000,18335230,60738797,82,487,464
"The Grace Card","The Grace Card",2010,1,101,1,1,6.4,2654,200000,2430735,2430735,43,30,24
"Vamps","Vamps",2012,3,92,1,1,5.2,9273,16000000,3361,92748,57,47,53
"Point Blank","À bout portant",2010,3,81,1,1,6.8,13310,16000000,708215,9487445,75,52,127
"Judy Moody and the Not Bummer Summer","Judy Moody and the Not Bummer Summer",2011,2,91,1,1,4.3,2904,20000000,15013650,15691640,37,23,61
"Senza freni","Premium Rush",2012,2,91,1,3,6.5,108903,35000000,20275446,31083599,66,200,256
"Another Earth","Another Earth",2011,3,92,1,1,7,89685,100000,1321194,1938783,66,290,253
"The Last Stand - L'ultima sfida","The Last Stand",2013,2,107,1,1,6.3,131686,45000000,12050299,48330757,54,320,391
"Winnie","Winnie",2011,3,104,2,2,6,755,15000000,80634,80634,37,16,18
"Per una vita migliore","A Better Life",2011,2,98,1,2,7.2,15112,10000000,1759252,1863506,64,91,92
"Country Strong","Country Strong",2010,2,117,1,1,6.3,17056,15000000,20218921,20529194,45,121,136
"Beautiful Creatures - La sedicesima luna","Beautiful Creatures",2013,3,124,1,1,6.1,83008,60000000,19452138,60052138,52,313,216
"Zombieland - Doppio colpo","Zombieland: Double Tap",2019,3,99,1,5,6.7,125294,42000000,73123082,122810399,55,711,284
"The Master","The Master",2012,1,138,1,2,7.2,150274,32000000,16377274,28258060,86,516,503
"L'altra faccia del diavolo","The Devil Inside",2012,1,83,1,3,4.2,34548,1000000,53261944,101758490,18,308,231
"Higher Ground","Higher Ground",2011,1,109,1,1,6.2,2933,2000000,841733,1043262,74,38,68
"Amigo","Amigo",2010,2,124,1,2,5.8,542,1500000,184705,184705,63,8,33
"Ra.One","Ra.One",2011,3,156,2,5,4.7,37561,24000000,2511689,35911689,60,317,58
"One Day","One Day",2011,2,107,2,1,7,135709,15000000,13843771,59389433,48,238,222
"Overboard","Overboard",2018,2,112,2,4,6,33083,12000000,50316123,91244913,42,426,79
"L'incredibile storia di Winter il delfino","Dolphin Tale",2011,2,113,2,1,6.9,22043,37000000,72286779,95943453,64,90,132
"Mia moglie per finta","Just Go with It",2011,2,117,1,1,6.4,217122,80000000,103028109,214945591,33,280,206
"Skyline","Skyline",2010,3,92,1,1,4.4,85700,10000000,21393620,66984887,26,999,228
"Cristiada","For Greater Glory: The True Story of Cristiada",2012,3,145,1,2,6.6,4488,12000000,5672846,10173682,35,71,45
"Loosies","Loosies",2011,3,89,1,2,6.2,5733,3900000,3519,36145,35,25,20
"40 carati","Man on a Ledge",2012,3,102,1,2,6.6,143295,42000000,18620000,47636031,40,185,257
"Millennium - Uomini che odiano le donne","The Girl with the Dragon Tattoo",2011,3,158,3,2,7.8,411774,90000000,102515793,232617430,71,727,540
"War Horse","War Horse",2011,3,146,2,2,7.2,144320,66000000,79884879,177584879,72,546,406
"Arrietty - Il mondo segreto sotto il pavimento","Kari-gurashi no Arietti",2010,3,94,1,1,7.6,77612,23000000,19587032,149184563,80,146,254
"Crazy, Stupid, Love.","Crazy, Stupid, Love.",2011,3,118,1,1,7.4,462833,50000000,84351197,145051197,68,374,319
"Tiny Furniture","Tiny Furniture",2010,3,98,1,1,6.2,13778,65000,391674,416498,72,42,115
"Macchine mortali","Mortal Engines",2018,3,128,2,1,6.1,100004,100000000,15951040,83672673,44,1040,222
"Kinyarwanda","Kinyarwanda",2011,3,100,2,2,6.7,432,400000,35412,35412,69,16,18
"Il dilemma","The Dilemma",2011,2,111,1,1,5.3,51300,70000000,48475290,69721966,46,146,186
"The Good Doctor","The Good Doctor",2011,2,91,1,1,5.5,6300,6000000,5206,51017,52,31,52
"Hates - House at the End of the Street","House at the End of the Street",2012,3,101,2,1,5.6,70657,10000000,31611916,44287131,31,213,235
"L'amore all'improvviso - Larry Crowne","Larry Crowne",2011,3,98,2,1,6.1,62434,30000000,35608245,75055070,41,227,227
"G.I. Joe - La vendetta","G.I. Joe: Retaliation",2013,3,110,1,1,5.8,171306,130000000,122523060,375740705,41,315,363
"Che cosa aspettarsi quando si aspetta","What to Expect When You're Expecting",2012,3,110,1,1,5.7,68847,40000000,41152203,84384002,41,100,170
"Machine Gun Preacher","Machine Gun Preacher",2011,3,129,1,3,6.8,62223,30000000,538690,3338690,43,134,141
"Maleficent","Maleficent",2014,3,97,1,1,7,336610,180000000,241410378,758411648,56,774,428
"Warm Bodies","Warm Bodies",2013,3,98,2,1,6.9,216534,35000000,66380662,116980662,60,384,467
"A casa con Jeff","Jeff, Who Lives at Home",2011,2,83,1,1,6.5,61391,10000000,4269426,4704757,60,125,183
"Kak ya provyol etim letom","Kak ya provyol etim letom",2010,1,130,1,1,7,6395,2500000,8733,730412,74,22,87
"L'uomo sul treno","The Commuter",2018,3,104,5,2,6.3,99769,30000000,36343858,119942387,56,487,286
"Insidious","Insidious",2010,3,103,3,1,6.8,271766,1500000,54009150,99557032,52,899,337
"Act of Valor","Act of Valor",2012,3,110,1,3,6.5,65794,12000000,70012847,82499399,40,380,218
"Lockout","Lockout",2012,3,95,2,1,6.1,93443,20000000,14326864,32948113,48,283,303
"The Innkeepers","The Innkeepers",2011,3,101,1,1,5.4,32546,750000,78396,1178831,64,291,299
"Il viaggio di Norm","Norm of the North",2015,3,88,3,1,3.4,8531,7000000,17062499,30734502,21,103,56
"Fast & Furious 5","Fast Five",2011,3,130,3,5,7.3,347242,125000000,209837675,626137675,66,427,372
"La grande partita","Pawn Sacrifice",2014,3,115,1,2,7,38809,19000000,2436633,5578519,65,122,149
"Soul Surfer","Soul Surfer",2011,3,112,1,1,7,44808,18000000,43853424,47120948,53,139,114
"Una spia non basta","This Means War",2012,3,103,1,4,6.3,173788,65000000,54760791,156491279,31,267,248
"La grande scommessa","The Big Short",2015,3,130,1,1,7.8,348890,28000000,70259870,133440870,81,543,480
"The Woman in Black","The Woman in Black",2012,3,95,4,1,6.4,171955,17000000,54333290,128955898,62,569,469
"Sopravvissuti","Z for Zachariah",2015,3,98,3,1,6,27524,7500000,121461,381839,68,119,138
"Contagion","Contagion",2011,3,106,2,3,6.7,274278,60000000,75658097,136515867,70,763,271
"Capodanno a New York","New Year's Eve",2011,2,118,1,1,5.7,80243,56000000,54544638,142044638,22,161,206
"One for the Money","One for the Money",2012,3,91,1,1,5.3,40284,40000000,26414527,38084162,22,195,128
"Safe House - Nessuno è al sicuro","Safe House",2012,2,115,3,2,6.7,202221,85000000,126373434,208076205,52,318,304
"Abduction - Riprenditi la tua vita","Abduction",2011,3,106,1,1,5.1,75475,35000000,28087155,82087155,25,199,186
"Chi è senza colpa","The Drop",2014,3,106,1,2,7.1,139767,12600000,10724389,18658381,69,257,302
"The Grey","The Grey",2011,3,117,1,2,6.8,237555,25000000,51580236,79781695,64,861,423
"Albert Nobbs","Albert Nobbs",2011,2,113,4,1,6.7,23127,8000000,3014696,7532259,57,104,226
"2 giorni a New York","2 Days in New York",2012,3,96,3,3,6,13785,8000000,633210,4058113,61,48,178
"Solo Dio perdona","Only God Forgives",2013,3,90,5,2,5.7,105629,4800000,779188,10639242,37,557,463
"Amour","Amour",2012,2,127,3,2,7.9,91194,8900000,6739492,29664140,94,220,466
"ATM - Trappola mortale","ATM",2012,2,90,2,1,4.7,22501,3000000,3010,921752,34,206,107
"Prom - Ballo di fine anno","Prom",2011,3,104,1,1,5.4,14702,8000000,10130219,10702246,50,38,85
"My Uncle Rafael","My Uncle Rafael",2012,1,102,1,1,5.9,188,1300000,243616,243616,36,12,6
"American Pie: Ancora insieme","American Reunion",2012,1,113,1,1,6.7,200052,50000000,57011521,234989584,49,199,297
"Midnight in Paris","Midnight in Paris",2011,3,96,3,4,7.7,380128,17000000,56817045,153959590,81,626,528
"The Last Ride","The Last Ride",2011,3,102,1,1,5.8,761,9000000,27000,27000,45,16,16
"Die Hard - Un buon giorno per morire","A Good Day to Die Hard",2013,2,98,3,4,5.3,195632,92000000,67349198,304654182,28,557,431
"La memoria del cuore","The Vow",2012,2,104,2,1,6.8,181401,30000000,125014030,196114570,43,196,217
"Zoolander 2","Zoolander 2",2016,3,101,2,3,4.7,63610,50000000,28848693,56722693,34,217,252
"La formula della felicità","Better Living Through Chemistry",2014,2,91,2,1,6.3,14029,5000000,75143,120823,40,40,45
"Language of a Broken Heart","Language of a Broken Heart",2011,2,100,1,1,5.8,306,350000,40645,40645,33,3,14
"La leggenda del cacciatore di vampiri","Abraham Lincoln: Vampire Hunter",2012,3,105,2,1,5.9,147495,69000000,37519139,116471580,42,400,408
"Rubber","Rubber",2010,3,82,2,1,5.8,33521,500000,100370,101729,59,195,239
"La musica che non ti ho detto","The Music Never Stopped",2011,2,105,1,1,7.5,7718,4000000,258223,342202,60,34,56
"Kon-Tiki","Kon-Tiki",2012,3,118,5,5,7.2,44955,16600000,1517410,22842887,62,86,160
"Le belve","Savages",2012,3,131,1,2,6.5,120218,45000000,47382068,82966152,59,301,343
"Margin Call","Margin Call",2011,2,107,1,1,7.1,114272,3500000,5354039,19504039,76,285,304
"The Foreigner","The Foreigner",2017,2,113,4,2,7,96216,35000000,34393507,145417936,55,426,169
"Alvin Superstar 3 - Si salvi chi può!","Alvin and the Chipmunks: Chipwrecked",2011,3,87,1,1,4.3,30636,75000000,133110742,342695435,24,72,90
"J. Edgar","J. Edgar",2011,3,137,1,1,6.5,120851,35000000,37306030,84920539,59,294,410
"Jupiter - Il destino dell'universo","Jupiter Ascending",2015,3,127,2,2,5.3,175935,176000000,47387723,183887723,40,905,321
"I'm in Love with a Church Girl","I'm in Love with a Church Girl",2013,3,118,1,1,4.4,1737,5000000,2387730,2503392,23,36,8
"The Last Witch Hunter - L'ultimo cacciatore di streghe","The Last Witch Hunter",2015,3,106,3,1,6,92948,90000000,27367660,146936910,34,191,223
"Jackie","Jackie",2016,3,100,6,2,6.7,71514,9000000,13960394,24270399,81,319,418
"A Wrinkle in Time","A Wrinkle in Time",2018,3,109,1,1,4.2,39933,100000000,100478608,132675864,53,908,271
"Bleed - Più forte del destino","Bleed for This",2016,3,117,1,2,6.8,24418,6000000,5083906,6698679,62,71,148
"La famiglia Addams","The Addams Family",2019,3,86,2,4,5.8,23558,24000000,100044905,203044905,46,286,165
"Free Birds - Tacchini in fuga","Free Birds",2013,3,91,1,1,5.8,22100,55000000,55750480,110387072,38,84,126
"Think Like a Man","Think Like a Man",2012,2,123,1,1,6.6,43236,12000000,91547205,96070507,51,72,77
"Cesar Chavez","Cesar Chavez",2014,2,102,3,2,6.4,3168,10000000,5571497,6972226,51,32,49
"30 Minutes or Less","30 Minutes or Less",2011,3,83,1,3,6.1,92398,28000000,37053924,40662632,49,146,226
"Final Destination 5","Final Destination 5",2011,2,92,2,2,5.8,104624,40000000,42587643,157887643,50,260,287
"Il grande e potente Oz","Oz the Great and Powerful",2013,3,130,1,1,6.3,197337,215000000,234911825,493311825,44,539,545
"ParaNorman","ParaNorman",2012,3,92,1,1,7,91948,60000000,56003051,107139399,72,203,341
"I Will Follow","I Will Follow",2010,1,80,1,1,6,745,50000,135809,135809,71,7,12
"Young Adult","Young Adult",2011,2,94,1,1,6.2,79125,12000000,16311571,22939027,71,242,343
"Touchback","Touchback",2011,3,118,1,1,6.5,3850,5000000,204232,204232,56,58,19
"Independence Day - Rigenerazione","Independence Day: Resurgence",2016,3,120,1,2,5.2,163982,165000000,103144286,389681935,32,894,377
"Chasing Mavericks - Sulla cresta dell'onda","Chasing Mavericks",2012,3,116,1,1,7.2,30358,20000000,6002756,7942116,45,89,115
"Courageous - In lotta per capire","Courageous",2011,2,129,1,1,7,18794,2000000,34522221,35185884,42,203,37
"Edge of Tomorrow - Senza domani","Edge of Tomorrow",2014,3,113,2,1,7.9,586141,178000000,100206256,370541256,71,975,631
"Amici di letto","Friends with Benefits",2011,2,109,1,1,6.5,334204,35000000,55802754,149542245,63,241,241
"Shark Night - Il lago del terrore","Shark Night 3D",2011,2,90,1,1,4,24398,25000000,18877153,41363927,22,153,239
"Bloodshot","Bloodshot",2020,3,109,1,2,5.7,49627,45000000,10021787,30855391,44,672,188
"Johnny English - La rinascita","Johnny English Reborn",2011,3,101,3,5,6.3,117884,45000000,8305970,160078586,46,182,162
"Violet & Daisy","Violet & Daisy",2011,3,88,1,1,6.1,11892,8000000,17186,108139,43,50,77
"Project X - Una festa che spacca","Project X",2012,1,88,1,1,6.6,186132,12000000,54731865,102731865,48,291,231
"In Time","In Time",2011,3,109,1,1,6.7,363670,40000000,37520095,173930596,53,540,373
"Quell'idiota di nostro fratello","Our Idiot Brother",2011,2,90,1,1,6.4,82978,5000000,24816118,25804448,60,144,182
"Ted","Ted",2012,1,106,1,2,6.9,562136,50000000,218815487,549368315,62,662,468
"Operazione U.N.C.L.E.","The Man from U.N.C.L.E.",2015,3,116,2,4,7.3,262622,75000000,45445109,107045109,56,491,383
"Hobo with a Shotgun","Hobo with a Shotgun",2011,3,86,1,1,6.1,43537,3000000,703372,748453,55,264,286
"Amore e altri guai","Jumping the Broom",2011,2,112,1,1,5.7,9839,6600000,37295394,38158601,56,63,49
"Rampart","Rampart",2011,2,108,1,1,5.8,22895,12000000,972512,1567905,70,130,210
"The Prophet","The Prophet",2014,2,85,5,1,7.1,4148,12000000,725489,1261412,61,30,35
"Il dittatore","The Dictator",2012,1,83,1,3,6.4,268038,65000000,59650222,179379533,58,364,320
"Dragon Trainer 2","How to Train Your Dragon 2",2014,3,102,1,1,7.8,298406,145000000,177002924,621537519,76,408,319
"The Double","The Double",2011,3,98,2,3,5.9,28276,13500000,137921,4729855,37,92,85
"La furia dei titani","Wrath of the Titans",2012,3,99,2,1,5.7,179356,150000000,83670083,301970083,37,268,320
"Million Dollar Arm","Million Dollar Arm",2014,3,124,1,2,7,42861,25000000,36457627,38483455,56,109,153
"Colpi da maestro","Here Comes the Boom",2012,3,105,1,2,6.4,84767,42000000,45290318,73100172,40,135,155
"La torre nera","The Dark Tower",2017,3,95,1,1,5.6,123916,60000000,50701325,113231078,34,802,354
"The Impossible","Lo imposible",2012,3,114,3,3,7.6,192273,45000000,19019882,198087212,73,430,384
"[Rec]³ - La genesi","[Rec]³: Génesis",2012,3,80,1,3,5,32688,6400000,9600,11019975,45,178,242
"Peace, Love & Misunderstanding","Peace, Love & Misunderstanding",2011,3,96,1,1,5.9,7791,10000000,590700,1105020,45,40,50
"Diario di una schiappa 2","Diary of a Wimpy Kid: Rodrick Rules",2011,2,100,1,1,6.5,25466,21000000,52698535,72526996,51,55,103
"Super 8","Super 8",2011,3,112,1,1,7,334427,50000000,127004179,260095986,72,931,562
"Kick-Ass 2","Kick-Ass 2",2013,3,103,3,1,6.5,250881,28000000,28795985,60795985,41,399,359
"Nannerl, la soeur de Mozart","Nannerl, la soeur de Mozart",2010,3,120,1,1,6.4,1424,4500000,707885,1830863,71,20,48
"Thérèse Desqueyroux","Thérèse Desqueyroux",2012,1,110,1,1,6.1,3545,12700000,101944,4408087,49,14,71
"Adaline - L'eterna giovinezza","The Age of Adaline",2015,3,112,2,3,7.2,150664,25000000,42629776,65663276,51,331,236
"The Artist","The Artist",2011,3,100,3,2,7.9,227320,15000000,44671682,133432856,89,664,585
"Stolen","Stolen",2012,3,96,1,2,5.5,42715,35000000,304318,17415418,43,98,104
"Safe","Safe",2012,3,94,1,3,6.5,101557,30000000,17142080,41564670,55,164,267
"Colombiana","Colombiana",2011,3,108,4,2,6.4,92462,40000000,36665854,71508440,45,230,205
"Non lasciarmi sola","Gimme Shelter",2013,1,101,1,1,6.5,8107,3200000,1359910,1362018,37,57,68
"Freeheld: Amore, giustizia, uguaglianza","Freeheld",2015,3,103,3,1,6.6,11431,7000000,573335,1474471,50,30,145
"Noi siamo infinito","The Perks of Being a Wallflower",2012,2,103,1,1,8,451711,13000000,17742948,33384127,67,630,386
"Universal Soldier - Il giorno del giudizio","Universal Soldier: Day of Reckoning",2012,3,114,1,1,5,19021,10000000,5460,1402307,58,107,127
"Cenerentola","Cinderella",2015,3,105,2,1,6.9,155645,95000000,201151353,542351353,67,448,374
"Il grande match","Grudge Match",2013,3,113,1,1,6.4,56932,40000000,29807260,44907260,35,135,230
"Nothing Left to Fear","Nothing Left to Fear",2013,1,100,1,1,4.4,4739,3000000,7886,1675381,12,63,46
"Fun Size","Fun Size",2012,2,86,1,1,5.4,13520,14000000,9409538,11417362,37,40,77
"Revenant - Redivivo","The Revenant",2015,3,156,3,3,8,684961,135000000,183637894,532950503,76,1617,648
"Life of Crime: Scambio a sorpresa","Life of Crime",2013,2,98,1,1,5.8,16923,12000000,265452,1456675,60,63,93
"Crazy Eyes","Crazy Eyes",2012,1,95,1,1,4,502,10000000,6141,6141,31,9,12
"Pacific Rim","Pacific Rim",2013,3,131,1,4,6.9,459808,190000000,101802906,411002906,65,1244,609
"All Eyez on Me","All Eyez on Me",2017,3,139,1,1,5.8,20641,40000000,44922302,55668698,38,154,125
"Mordimi","Vampires Suck",2010,1,82,1,2,3.4,46018,20000000,36661504,80547866,18,200,121
"L'A.S.S.O. nella manica","The Duff",2015,2,101,1,2,6.5,81305,8500000,34030343,43709744,56,145,140
"Legami di sangue","Deadfall",2012,3,95,2,1,6.3,37643,12000000,66351,1946254,52,106,164
"Biancaneve","Mirror Mirror",2012,3,106,2,1,5.6,82866,85000000,64935167,183018522,46,231,391
"L'era glaciale 4 - Continenti alla deriva","Ice Age: Continental Drift",2012,3,88,1,1,6.6,187558,95000000,161321843,877244782,49,152,236
"Now You See Me - I maghi del crimine","Now You See Me",2013,3,115,2,2,7.3,585135,75000000,117723989,351723989,50,767,404
"The Twilight Saga: Breaking Dawn - Parte 2","The Twilight Saga: Breaking Dawn - Part 2",2012,3,115,1,1,5.5,226618,120000000,292324737,829746820,52,380,333
"The Sapphires","The Sapphires",2012,3,103,1,2,7,13017,10000000,2450867,20423628,67,84,138
"Entourage","Entourage",2015,1,104,1,1,6.6,75015,30000000,32363404,49263404,38,192,227
"Trespass","Trespass",2011,3,91,2,1,5.3,41154,35000000,24094,10117966,37,140,128
"Take Shelter","Take Shelter",2011,3,121,1,1,7.4,89361,5000000,1730296,3741098,85,280,345
"Ready Player One","Ready Player One",2018,3,140,2,1,7.5,353913,175000000,137690172,582893671,64,2009,582
"Soldiers of Fortune","Soldiers of Fortune",2012,2,94,2,1,4.3,6961,8000000,38898,1784286,19,64,34
"Trolls","Trolls",2016,3,92,1,1,6.5,70238,125000000,153707064,346864462,55,203,187
"Snowtown","Snowtown",2011,3,119,1,1,6.6,16719,2000000,8452,1349387,66,114,175
"Stoker","Stoker",2013,3,99,2,3,6.8,101591,12000000,1714221,12077441,58,279,457
"Welcome to the Punch - Nemici di sangue","Welcome to the Punch",2013,3,99,2,1,6.1,31649,8500000,9747,3926386,49,91,129
"Creature","Creature",2011,1,93,1,1,3.6,2774,3000000,508714,533235,31,46,89
"Long men fei jia","Long men fei jia",2011,2,122,1,1,6,7594,35000000,170276,3323381,57,26,72
"Vampire Academy","Vampire Academy",2014,3,104,2,1,5.5,51108,30000000,7791979,15642346,31,249,142
"Dark Horse","Dark Horse",2011,2,86,1,1,5.9,5572,2000000,166228,337150,66,34,114
"Cattivissimo me 2","Despicable Me 2",2013,3,98,3,2,7.3,363248,76000000,368065385,970766005,62,321,326
"Prima di domani","Before I Fall",2017,3,98,1,1,6.4,44619,5000000,12241122,16373843,58,219,155
"Planes","Planes",2013,3,91,1,2,5.7,41636,50000000,90288712,239258712,39,126,176
"Carnage","Carnage",2011,2,80,5,1,7.2,117456,25000000,2547047,30722632,61,203,385
"Parto con mamma","The Guilt Trip",2012,2,95,1,1,5.7,35011,40000000,37134215,41863726,50,113,151
"The Virginity Hit","The Virginity Hit",2010,1,86,1,1,4.6,3744,2000000,636706,636706,40,13,44
"Una fantastica e incredibile giornata da dimenticare","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,2,81,1,1,6.2,39946,28000000,66954149,100654149,54,109,123
